combinationId	fitFun	term	estimate	std.error	statistic	p.value
12-HETE-d8|[M-H]1-|59.013|[M-H]1-|(-)|59.0133|5|0001295	dlnormPar	sdlog	0.2843701124883648	0.014334521371486197	19.83813097896839	5.492121088382043e-69
12-HETE-d8|[M-H]1-|59.013|[M-H]1-|(-)|59.0133|5|0001295	dlnormPar	scale	0.49656355455246753	0.013676837397492184	36.306899038188355	3.492374309375792e-159
12-HETE-d8|[M-H]1-|59.013|[M-H]1-|(-)|59.0133|5|0001295	dlnormPar	shift	6.759534655938633	2.2556468185055247	2.996716773425173	0.002831922656603781
12-HETE-d8|[M-H]1-|precursor|[M-H]1-|(-)|327.278082506909|10|0001295	dlnormPar	meanlog	3.423500516185406	0.03013230559163713	113.61561782167638	0
12-HETE-d8|[M-H]1-|precursor|[M-H]1-|(-)|327.278082506909|10|0001295	dlnormPar	sdlog	0.24902225910269948	0.006548434075744615	38.02775689917645	5.574549478338889e-164
12-HETE-d8|[M-H]1-|precursor|[M-H]1-|(-)|327.278082506909|10|0001295	dlnormPar	scale	1.1473075045227938	0.008591933484793594	133.53309898794635	0
12-HETE-d8|[M-H]1-|precursor|[M-H]1-|(-)|327.278082506909|10|0001295	dlnormPar	shift	16.440056757645152	0.9792396700801353	16.788593497544674	2.151129788000638e-52
12-HETE-d8|[M-H]1-|precursor|[M-H]1-|(-)|327.278082506909|5|0001295	dlnormPar	meanlog	3.423472117950664	0.030158225003598587	113.51702951822142	0
12-HETE-d8|[M-H]1-|precursor|[M-H]1-|(-)|327.278082506909|5|0001295	dlnormPar	sdlog	0.24902866569040205	0.006554271779255746	37.99486412488679	1.0444375889720076e-163
12-HETE-d8|[M-H]1-|precursor|[M-H]1-|(-)|327.278082506909|5|0001295	dlnormPar	scale	1.1473024298987746	0.008598976021366646	133.4231456219868	0
12-HETE-d8|[M-H]1-|precursor|[M-H]1-|(-)|327.278082506909|5|0001295	dlnormPar	shift	16.439137881184564	0.9800557782485533	16.773675790741997	2.6380426362645926e-52
